Call Type,Incident Number,Battalion,Station Area,Call Type Group,nodeID,parentID
Medical Incident,18,B99,38,Non Life-threatening,Non Life-threatening.Medical Incident.B99,Non Life-threatening.Medical Incident
Outside Fire,55,B07,10,Fire,Fire.Outside Fire.B07,Fire.Outside Fire
"Extrication / Entrapped (Machinery, Vehicle)",4,B02,5,Fire,"Fire.Extrication / Entrapped (Machinery, Vehicle).B02","Fire.Extrication / Entrapped (Machinery, Vehicle)"
Smoke Investigation (Outside),100,B09,15,Alarm,Alarm.Smoke Investigation (Outside).B09,Alarm.Smoke Investigation (Outside)
Outside Fire,3,B99,13,Fire,Fire.Outside Fire.B99,Fire.Outside Fire
Vehicle Fire,1,B07,12,Fire,Fire.Vehicle Fire.B07,Fire.Vehicle Fire
Citizen Assist / Service Call,1217,B02,3,Alarm,Alarm.Citizen Assist / Service Call.B02,Alarm.Citizen Assist / Service Call
HazMat,2,B03,48,Fire,Fire.HazMat.B03,Fire.HazMat
Outside Fire,136,B04,5,Fire,Fire.Outside Fire.B04,Fire.Outside Fire
HazMat,1,B07,22,Alarm,Alarm.HazMat.B07,Alarm.HazMat
Medical Incident,2,B09,19,Alarm,Alarm.Medical Incident.B09,Alarm.Medical Incident
Elevator / Escalator Rescue,104,B05,21,Alarm,Alarm.Elevator / Escalator Rescue.B05,Alarm.Elevator / Escalator Rescue
Electrical Hazard,1,B05,,Alarm,Alarm.Electrical Hazard.B05,Alarm.Electrical Hazard
Assist Police,9,B09,43,Alarm,Alarm.Assist Police.B09,Alarm.Assist Police
Other,5,B03,10,Alarm,Alarm.Other.B03,Alarm.Other
Smoke Investigation (Outside),18,B03,13,Alarm,Alarm.Smoke Investigation (Outside).B03,Alarm.Smoke Investigation (Outside)
Fuel Spill,34,B02,7,Alarm,Alarm.Fuel Spill.B02,Alarm.Fuel Spill
High Angle Rescue,6,B02,29,Fire,Fire.High Angle Rescue.B02,Fire.High Angle Rescue
Structure Fire,21,B06,37,Alarm,Alarm.Structure Fire.B06,Alarm.Structure Fire
Traffic Collision,2,B06,37,Non Life-threatening,Non Life-threatening.Traffic Collision.B06,Non Life-threatening.Traffic Collision
Other,244,B10,9,Alarm,Alarm.Other.B10,Alarm.Other
Medical Incident,4235,B05,10,Non Life-threatening,Non Life-threatening.Medical Incident.B05,Non Life-threatening.Medical Incident
Traffic Collision,2,B03,7,Non Life-threatening,Non Life-threatening.Traffic Collision.B03,Non Life-threatening.Traffic Collision
Alarms,63,B01,,Alarm,Alarm.Alarms.B01,Alarm.Alarms
Other,23,B07,12,Alarm,Alarm.Other.B07,Alarm.Other
Other,11,B09,,Alarm,Alarm.Other.B09,Alarm.Other
Elevator / Escalator Rescue,66,B06,11,Alarm,Alarm.Elevator / Escalator Rescue.B06,Alarm.Elevator / Escalator Rescue
Medical Incident,53,B02,36,Alarm,Alarm.Medical Incident.B02,Alarm.Medical Incident
Odor (Strange / Unknown),48,B01,2,Alarm,Alarm.Odor (Strange / Unknown).B01,Alarm.Odor (Strange / Unknown)
Train / Rail Incident,14,B02,36,Fire,Fire.Train / Rail Incident.B02,Fire.Train / Rail Incident
Elevator / Escalator Rescue,3,B99,16,Alarm,Alarm.Elevator / Escalator Rescue.B99,Alarm.Elevator / Escalator Rescue
Medical Incident,5,B07,43,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B07,Potentially Life-Threatening.Medical Incident
Traffic Collision,2,B07,51,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B07,Potentially Life-Threatening.Traffic Collision
Assist Police,11,B02,29,Alarm,Alarm.Assist Police.B02,Alarm.Assist Police
Medical Incident,6142,B07,34,Non Life-threatening,Non Life-threatening.Medical Incident.B07,Non Life-threatening.Medical Incident
Structure Fire,173,B99,51,Fire,Fire.Structure Fire.B99,Fire.Structure Fire
Explosion,8,B10,9,Fire,Fire.Explosion.B10,Fire.Explosion
Structure Fire,11,B10,4,Alarm,Alarm.Structure Fire.B10,Alarm.Structure Fire
Traffic Collision,34,B07,22,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B07,Potentially Life-Threatening.Traffic Collision
Medical Incident,4097,B10,44,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Odor (Strange / Unknown),19,B02,1,Alarm,Alarm.Odor (Strange / Unknown).B02,Alarm.Odor (Strange / Unknown)
Citizen Assist / Service Call,3,B06,15,Alarm,Alarm.Citizen Assist / Service Call.B06,Alarm.Citizen Assist / Service Call
Gas Leak (Natural and LP Gases),137,B08,23,Alarm,Alarm.Gas Leak (Natural and LP Gases).B08,Alarm.Gas Leak (Natural and LP Gases)
Electrical Hazard,22,B99,51,Alarm,Alarm.Electrical Hazard.B99,Alarm.Electrical Hazard
Medical Incident,6881,B10,42,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Explosion,4,B09,,Fire,Fire.Explosion.B09,Fire.Explosion
Elevator / Escalator Rescue,29,B08,22,Alarm,Alarm.Elevator / Escalator Rescue.B08,Alarm.Elevator / Escalator Rescue
Fuel Spill,37,B05,6,Alarm,Alarm.Fuel Spill.B05,Alarm.Fuel Spill
Medical Incident,1,B99,39,Non Life-threatening,Non Life-threatening.Medical Incident.B99,Non Life-threatening.Medical Incident
Citizen Assist / Service Call,829,B09,43,Alarm,Alarm.Citizen Assist / Service Call.B09,Alarm.Citizen Assist / Service Call
Medical Incident,1,B10,5,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Other,12,B10,9,Potentially Life-Threatening,Potentially Life-Threatening.Other.B10,Potentially Life-Threatening.Other
Traffic Collision,153,B08,33,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B08,Potentially Life-Threatening.Traffic Collision
Outside Fire,1167,B01,13,Alarm,Alarm.Outside Fire.B01,Alarm.Outside Fire
Structure Fire,782,B08,19,Fire,Fire.Structure Fire.B08,Fire.Structure Fire
Medical Incident,78458,B02,36,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B02,Potentially Life-Threatening.Medical Incident
Medical Incident,455,B05,24,Non Life-threatening,Non Life-threatening.Medical Incident.B05,Non Life-threatening.Medical Incident
Other,1,B10,6,Alarm,Alarm.Other.B10,Alarm.Other
Assist Police,4,B02,3,Alarm,Alarm.Assist Police.B02,Alarm.Assist Police
Alarms,3763,B01,3,Alarm,Alarm.Alarms.B01,Alarm.Alarms
Electrical Hazard,64,B08,19,Alarm,Alarm.Electrical Hazard.B08,Alarm.Electrical Hazard
Electrical Hazard,1,B06,14,Alarm,Alarm.Electrical Hazard.B06,Alarm.Electrical Hazard
Medical Incident,1543,B09,19,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B09,Potentially Life-Threatening.Medical Incident
Traffic Collision,2,B02,42,Non Life-threatening,Non Life-threatening.Traffic Collision.B02,Non Life-threatening.Traffic Collision
Odor (Strange / Unknown),16,B09,42,Alarm,Alarm.Odor (Strange / Unknown).B09,Alarm.Odor (Strange / Unknown)
Odor (Strange / Unknown),13,B09,44,Alarm,Alarm.Odor (Strange / Unknown).B09,Alarm.Odor (Strange / Unknown)
Other,2,B01,4,Alarm,Alarm.Other.B01,Alarm.Other
Outside Fire,14,B03,36,Fire,Fire.Outside Fire.B03,Fire.Outside Fire
Medical Incident,1,B02,4,Non Life-threatening,Non Life-threatening.Medical Incident.B02,Non Life-threatening.Medical Incident
Medical Incident,2,B02,20,Alarm,Alarm.Medical Incident.B02,Alarm.Medical Incident
Medical Incident,27,B99,28,Non Life-threatening,Non Life-threatening.Medical Incident.B99,Non Life-threatening.Medical Incident
Traffic Collision,5,B10,36,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B10,Potentially Life-Threatening.Traffic Collision
Citizen Assist / Service Call,211,B02,29,Alarm,Alarm.Citizen Assist / Service Call.B02,Alarm.Citizen Assist / Service Call
Medical Incident,9,B04,7,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B04,Potentially Life-Threatening.Medical Incident
Smoke Investigation (Outside),69,B04,3,Alarm,Alarm.Smoke Investigation (Outside).B04,Alarm.Smoke Investigation (Outside)
Confined Space / Structure Collapse,6,B08,23,Fire,Fire.Confined Space / Structure Collapse.B08,Fire.Confined Space / Structure Collapse
Assist Police,1,B99,7,Alarm,Alarm.Assist Police.B99,Alarm.Assist Police
Other,2,B07,36,Alarm,Alarm.Other.B07,Alarm.Other
Traffic Collision,391,B02,5,Non Life-threatening,Non Life-threatening.Traffic Collision.B02,Non Life-threatening.Traffic Collision
Structure Fire,2533,B02,5,Alarm,Alarm.Structure Fire.B02,Alarm.Structure Fire
Outside Fire,1,B07,22,Alarm,Alarm.Outside Fire.B07,Alarm.Outside Fire
HazMat,1,B04,5,Fire,Fire.HazMat.B04,Fire.HazMat
Other,30,B04,38,Non Life-threatening,Non Life-threatening.Other.B04,Non Life-threatening.Other
Outside Fire,202,B03,48,Fire,Fire.Outside Fire.B03,Fire.Outside Fire
Other,6,B99,7,Alarm,Alarm.Other.B99,Alarm.Other
Odor (Strange / Unknown),36,B02,5,Alarm,Alarm.Odor (Strange / Unknown).B02,Alarm.Odor (Strange / Unknown)
Smoke Investigation (Outside),107,B05,21,Alarm,Alarm.Smoke Investigation (Outside).B05,Alarm.Smoke Investigation (Outside)
Explosion,19,B09,43,Fire,Fire.Explosion.B09,Fire.Explosion
Vehicle Fire,86,B02,3,Fire,Fire.Vehicle Fire.B02,Fire.Vehicle Fire
Gas Leak (Natural and LP Gases),198,B10,37,Alarm,Alarm.Gas Leak (Natural and LP Gases).B10,Alarm.Gas Leak (Natural and LP Gases)
Medical Incident,4,B07,3,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B07,Potentially Life-Threatening.Medical Incident
Elevator / Escalator Rescue,37,B03,13,Alarm,Alarm.Elevator / Escalator Rescue.B03,Alarm.Elevator / Escalator Rescue
Structure Fire,1077,B09,44,Alarm,Alarm.Structure Fire.B09,Alarm.Structure Fire
Citizen Assist / Service Call,8,B07,12,Alarm,Alarm.Citizen Assist / Service Call.B07,Alarm.Citizen Assist / Service Call
Citizen Assist / Service Call,4,B09,,Alarm,Alarm.Citizen Assist / Service Call.B09,Alarm.Citizen Assist / Service Call
Traffic Collision,53,B09,42,Non Life-threatening,Non Life-threatening.Traffic Collision.B09,Non Life-threatening.Traffic Collision
Outside Fire,15,B02,37,Fire,Fire.Outside Fire.B02,Fire.Outside Fire
Structure Fire,316,B09,42,Alarm,Alarm.Structure Fire.B09,Alarm.Structure Fire
Medical Incident,4,B07,11,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B07,Potentially Life-Threatening.Medical Incident
Water Rescue,2,B99,8,Fire,Fire.Water Rescue.B99,Fire.Water Rescue
Traffic Collision,169,B09,44,Non Life-threatening,Non Life-threatening.Traffic Collision.B09,Non Life-threatening.Traffic Collision
Fuel Spill,45,B09,33,Alarm,Alarm.Fuel Spill.B09,Alarm.Fuel Spill
Medical Incident,3,B10,1,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Traffic Collision,2036,B01,13,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B01,Potentially Life-Threatening.Traffic Collision
Electrical Hazard,16,B03,4,Alarm,Alarm.Electrical Hazard.B03,Alarm.Electrical Hazard
Medical Incident,2,B02,19,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B02,Potentially Life-Threatening.Medical Incident
Elevator / Escalator Rescue,40,B09,15,Alarm,Alarm.Elevator / Escalator Rescue.B09,Alarm.Elevator / Escalator Rescue
Citizen Assist / Service Call,1,B07,20,Alarm,Alarm.Citizen Assist / Service Call.B07,Alarm.Citizen Assist / Service Call
Structure Fire,75,B03,4,Fire,Fire.Structure Fire.B03,Fire.Structure Fire
Other,42,B09,43,Potentially Life-Threatening,Potentially Life-Threatening.Other.B09,Potentially Life-Threatening.Other
Citizen Assist / Service Call,174,B10,9,Alarm,Alarm.Citizen Assist / Service Call.B10,Alarm.Citizen Assist / Service Call
Medical Incident,1517,B09,26,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B09,Potentially Life-Threatening.Medical Incident
Marine Fire,36,B10,17,Fire,Fire.Marine Fire.B10,Fire.Marine Fire
Alarms,10,B99,39,Alarm,Alarm.Alarms.B99,Alarm.Alarms
Medical Incident,25172,B06,7,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B06,Potentially Life-Threatening.Medical Incident
Medical Incident,526,B03,37,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B03,Potentially Life-Threatening.Medical Incident
Other,449,B02,3,Alarm,Alarm.Other.B02,Alarm.Other
Medical Incident,4532,B01,3,Non Life-threatening,Non Life-threatening.Medical Incident.B01,Non Life-threatening.Medical Incident
Explosion,44,B02,29,Fire,Fire.Explosion.B02,Fire.Explosion
Medical Incident,2,B09,36,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B09,Potentially Life-Threatening.Medical Incident
Alarms,334,B05,24,Alarm,Alarm.Alarms.B05,Alarm.Alarms
Aircraft Emergency,8,B01,28,Alarm,Alarm.Aircraft Emergency.B01,Alarm.Aircraft Emergency
Outside Fire,21,B10,47,Fire,Fire.Outside Fire.B10,Fire.Outside Fire
"Extrication / Entrapped (Machinery, Vehicle)",6,B01,2,Fire,"Fire.Extrication / Entrapped (Machinery, Vehicle).B01","Fire.Extrication / Entrapped (Machinery, Vehicle)"
Other,1,B05,5,Fire,Fire.Other.B05,Fire.Other
Water Rescue,1533,B08,23,Fire,Fire.Water Rescue.B08,Fire.Water Rescue
Medical Incident,3,B02,48,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B02,Potentially Life-Threatening.Medical Incident
Traffic Collision,4,B99,10,Non Life-threatening,Non Life-threatening.Traffic Collision.B99,Non Life-threatening.Traffic Collision
Alarms,2141,B07,34,Alarm,Alarm.Alarms.B07,Alarm.Alarms
Medical Incident,1,B01,11,Non Life-threatening,Non Life-threatening.Medical Incident.B01,Non Life-threatening.Medical Incident
Odor (Strange / Unknown),3,B99,51,Fire,Fire.Odor (Strange / Unknown).B99,Fire.Odor (Strange / Unknown)
Medical Incident,12533,B01,41,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B01,Potentially Life-Threatening.Medical Incident
Structure Fire,10,B99,10,Alarm,Alarm.Structure Fire.B99,Alarm.Structure Fire
Smoke Investigation (Outside),171,B06,11,Alarm,Alarm.Smoke Investigation (Outside).B06,Alarm.Smoke Investigation (Outside)
Fuel Spill,82,B03,1,Alarm,Alarm.Fuel Spill.B03,Alarm.Fuel Spill
Other,39,B02,29,Potentially Life-Threatening,Potentially Life-Threatening.Other.B02,Potentially Life-Threatening.Other
Alarms,1176,B10,44,Alarm,Alarm.Alarms.B10,Alarm.Alarms
Traffic Collision,239,B02,1,Non Life-threatening,Non Life-threatening.Traffic Collision.B02,Non Life-threatening.Traffic Collision
Confined Space / Structure Collapse,27,B10,37,Fire,Fire.Confined Space / Structure Collapse.B10,Fire.Confined Space / Structure Collapse
Alarms,1391,B10,42,Alarm,Alarm.Alarms.B10,Alarm.Alarms
Structure Fire,2130,B02,1,Alarm,Alarm.Structure Fire.B02,Alarm.Structure Fire
Other,11,B07,14,Potentially Life-Threatening,Potentially Life-Threatening.Other.B07,Potentially Life-Threatening.Other
Structure Fire,1495,B10,44,Alarm,Alarm.Structure Fire.B10,Alarm.Structure Fire
Citizen Assist / Service Call,3,B10,,Alarm,Alarm.Citizen Assist / Service Call.B10,Alarm.Citizen Assist / Service Call
Traffic Collision,1143,B10,42,Non Life-threatening,Non Life-threatening.Traffic Collision.B10,Non Life-threatening.Traffic Collision
Structure Fire,2231,B10,42,Alarm,Alarm.Structure Fire.B10,Alarm.Structure Fire
Traffic Collision,1087,B10,44,Non Life-threatening,Non Life-threatening.Traffic Collision.B10,Non Life-threatening.Traffic Collision
Alarms,3386,B02,1,Alarm,Alarm.Alarms.B02,Alarm.Alarms
Smoke Investigation (Outside),76,B03,8,Alarm,Alarm.Smoke Investigation (Outside).B03,Alarm.Smoke Investigation (Outside)
Assist Police,6,B01,1,Alarm,Alarm.Assist Police.B01,Alarm.Assist Police
Structure Fire,1852,B03,1,Fire,Fire.Structure Fire.B03,Fire.Structure Fire
Water Rescue,573,B03,48,Fire,Fire.Water Rescue.B03,Fire.Water Rescue
Odor (Strange / Unknown),3,B05,6,Fire,Fire.Odor (Strange / Unknown).B05,Fire.Odor (Strange / Unknown)
Structure Fire,1991,B07,34,Alarm,Alarm.Structure Fire.B07,Alarm.Structure Fire
Traffic Collision,348,B07,34,Non Life-threatening,Non Life-threatening.Traffic Collision.B07,Non Life-threatening.Traffic Collision
Medical Incident,8,B10,4,Non Life-threatening,Non Life-threatening.Medical Incident.B10,Non Life-threatening.Medical Incident
Alarms,12,B99,10,Alarm,Alarm.Alarms.B99,Alarm.Alarms
Electrical Hazard,94,B03,1,Alarm,Alarm.Electrical Hazard.B03,Alarm.Electrical Hazard
Medical Incident,531,B07,22,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B07,Potentially Life-Threatening.Medical Incident
Outside Fire,1,B01,15,Fire,Fire.Outside Fire.B01,Fire.Outside Fire
Structure Fire,327,B05,24,Alarm,Alarm.Structure Fire.B05,Alarm.Structure Fire
Explosion,18,B07,14,Fire,Fire.Explosion.B07,Fire.Explosion
Citizen Assist / Service Call,15,B10,29,Alarm,Alarm.Citizen Assist / Service Call.B10,Alarm.Citizen Assist / Service Call
Traffic Collision,5022,B02,36,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B02,Potentially Life-Threatening.Traffic Collision
Traffic Collision,50,B05,24,Non Life-threatening,Non Life-threatening.Traffic Collision.B05,Non Life-threatening.Traffic Collision
Elevator / Escalator Rescue,2,B04,51,Alarm,Alarm.Elevator / Escalator Rescue.B04,Alarm.Elevator / Escalator Rescue
Gas Leak (Natural and LP Gases),8,B03,36,Alarm,Alarm.Gas Leak (Natural and LP Gases).B03,Alarm.Gas Leak (Natural and LP Gases)
Odor (Strange / Unknown),17,B01,3,Alarm,Alarm.Odor (Strange / Unknown).B01,Alarm.Odor (Strange / Unknown)
Other,830,B10,17,Alarm,Alarm.Other.B10,Alarm.Other
Medical Incident,2649,B08,33,Potentially Life-Threatening,Potentially Life-Threatening.Medical Incident.B08,Potentially Life-Threatening.Medical Incident
Vehicle Fire,87,B02,6,Fire,Fire.Vehicle Fire.B02,Fire.Vehicle Fire
Fuel Spill,17,B03,4,Alarm,Alarm.Fuel Spill.B03,Alarm.Fuel Spill
Suspicious Package,1,B05,6,Fire,Fire.Suspicious Package.B05,Fire.Suspicious Package
Electrical Hazard,281,B09,33,Alarm,Alarm.Electrical Hazard.B09,Alarm.Electrical Hazard
Confined Space / Structure Collapse,7,B03,36,Fire,Fire.Confined Space / Structure Collapse.B03,Fire.Confined Space / Structure Collapse
Administrative,1,B06,7,Fire,Fire.Administrative.B06,Fire.Administrative
Other,26,B07,31,Potentially Life-Threatening,Potentially Life-Threatening.Other.B07,Potentially Life-Threatening.Other
Medical Incident,2,B01,22,Non Life-threatening,Non Life-threatening.Medical Incident.B01,Non Life-threatening.Medical Incident
Outside Fire,5,B06,7,Alarm,Alarm.Outside Fire.B06,Alarm.Outside Fire
Medical Incident,1,B03,33,Non Life-threatening,Non Life-threatening.Medical Incident.B03,Non Life-threatening.Medical Incident
Traffic Collision,119,B09,19,Potentially Life-Threatening,Potentially Life-Threatening.Traffic Collision.B09,Potentially Life-Threatening.Traffic Collision
Alarms,5,B05,38,Alarm,Alarm.Alarms.B05,Alarm.Alarms
Alarms,1375,B09,44,Alarm,Alarm.Alarms.B09,Alarm.Alarms
Structure Fire,900,B09,33,Fire,Fire.Structure Fire.B09,Fire.Structure Fire
Other,1,B01,44,Alarm,Alarm.Other.B01,Alarm.Other
Water Rescue,22,B10,47,Fire,Fire.Water Rescue.B10,Fire.Water Rescue
Medical Incident,2,B02,42,Non Life-threatening,Non Life-threatening.Medical Incident.B02,Non Life-threatening.Medical Incident
Alarms,345,B09,42,Alarm,Alarm.Alarms.B09,Alarm.Alarms
